step,H_B_biased,H_A_biased,S_B_biased,S_A_biased,H_Gini_biased,S_Gini_biased,H_B_unbiased,H_A_unbiased,S_B_unbiased,S_A_unbiased,H_Gini_unbiased,S_Gini_unbiased
394,8.347656249999984,18.063118811881175,19.206499999999956,52.76318749999993,-0.45545791699464505,-0.002019824936457431,8.622916666666642,18.746101485148507,44.88725000000004,47.9396875,-0.4686399468529895,-0.007634166645537981
395,8.303645833333317,18.10971534653464,19.148999999999955,52.89256249999993,-0.4561048579677641,-0.0020574599865420076,8.584635416666643,18.793997524752466,45.030250000000045,48.023812500000005,-0.4699952179543546,-0.007700592091529543
396,8.318749999999982,18.143254950495034,19.207999999999956,52.99349999999993,-0.4567176484518935,-0.0020917567111626125,8.557812499999978,18.838613861386133,45.087000000000046,48.12987499999999,-0.4708872674877118,-0.0077861222230873
397,8.278906249999983,18.190284653465334,19.328749999999953,53.07893749999994,-0.4585705089241318,-0.0022476208155168195,8.601822916666643,18.864789603960386,45.15400000000003,48.23318749999999,-0.471146072935843,-0.007678635518356236
398,8.284114583333317,18.226051980198008,19.33049999999995,53.19381249999993,-0.4597207547863611,-0.002185606668512093,8.615885416666643,18.89993811881187,45.21700000000004,48.33756249999998,-0.4718412770156106,-0.007639362171463166
399,8.270833333333316,18.265284653465333,19.347249999999953,53.30431249999993,-0.4591989542007857,-0.0020878777715429113,8.629947916666643,18.935334158415834,45.269250000000035,48.443999999999996,-0.47259076943037337,-0.007628082444641757
400,8.293489583333317,18.295977722772264,19.45024999999995,53.39462499999993,-0.46025550364874424,-0.0020625915257237205,8.667968749999977,18.965408415841573,45.42025000000003,48.52624999999999,-0.47368007393323724,-0.007699061476817139
401,8.280989583333316,18.336633663366324,19.39249999999995,53.52468749999993,-0.46115707563414554,-0.0021071758577676687,8.627604166666643,19.013799504950484,45.51975000000004,48.62062499999999,-0.4745836503688394,-0.007638716407866955
402,8.293749999999982,18.37060643564355,19.384499999999953,53.64212499999992,-0.461942085441277,-0.0022180726470700457,8.62005208333331,19.053774752475235,45.57725000000004,48.726312499999985,-0.4757435471100563,-0.00762851246972229
403,8.264062499999982,18.414480198019785,19.358249999999952,53.76393749999992,-0.4628569957972995,-0.002149875860656734,8.620312499999976,19.091893564356425,45.651500000000034,48.827562499999985,-0.4766945279500751,-0.007735064278874152
404,8.280989583333316,18.44777227722771,19.327749999999952,53.887124999999926,-0.4648389206310722,-0.002322657676116579,8.602864583333309,19.13428217821781,45.75425000000004,48.921937499999984,-0.4779528393402395,-0.007657780129389238
405,8.286458333333316,18.482178217821765,19.31999999999995,54.003812499999924,-0.46598475000907824,-0.0023452675491665094,8.576822916666643,19.177784653465334,45.821250000000035,49.024937499999986,-0.4783916254433459,-0.0076339228508479655
406,8.272395833333315,18.520730198019788,19.36049999999995,54.108374999999924,-0.4671536589933585,-0.002299300448696708,8.558593749999977,19.221596534653454,45.95875000000004,49.11049999999998,-0.47920678280919815,-0.007410561332834161
407,8.25494791666665,18.5586014851485,19.393249999999952,54.21431249999992,-0.46674846353805494,-0.0023547378735706338,8.592187499999975,19.252103960396028,46.09250000000004,49.197437499999985,-0.4806383722552228,-0.0074586394230125455
408,8.264843749999983,18.59090346534652,19.42374999999995,54.32206249999992,-0.46741594865218067,-0.002498021857784984,8.571354166666643,19.295606435643553,46.24475000000003,49.27993749999998,-0.4808620243030081,-0.007469035130431918
409,8.253385416666648,18.629269801980183,19.49399999999995,54.419624999999925,-0.46794871702400137,-0.0026317363943964803,8.600781249999976,19.327846534653453,46.27275000000002,49.39387499999999,-0.4810999362992782,-0.007506915161375903
410,8.30338541666665,18.65340346534652,19.556499999999946,54.518374999999914,-0.46992599092774673,-0.0025571729158776137,8.621354166666642,19.362809405940578,46.349250000000026,49.49499999999998,-0.48278357354866575,-0.007592543156417031
411,8.322916666666648,18.68465346534652,19.56174999999995,54.63299999999991,-0.47011584766879194,-0.0024736133350833486,8.585677083333309,19.410396039603942,46.480250000000034,49.58174999999997,-0.4837372367954173,-0.007696436175807681
412,8.313802083333316,18.722710396039588,19.60324999999995,54.738999999999905,-0.47130654082108653,-0.0022885210906723923,8.585156249999974,19.449814356435628,46.52350000000002,49.69043749999998,-0.48494594789159134,-0.007841565585374528
413,8.281770833333317,18.76639851485147,19.57599999999995,54.86181249999991,-0.47286431519666294,-0.0022997684325687636,8.565885416666642,19.49337871287127,46.65800000000003,49.77681249999998,-0.48574320074962857,-0.00792771404826356
414,8.319531249999983,18.792574257425727,19.57949999999995,54.97768749999991,-0.4736815662848042,-0.002216785965190568,8.548958333333308,19.53570544554454,46.73525000000002,49.87743749999998,-0.4869917236927057,-0.007985306300635504
415,8.319791666666648,18.82871287128711,19.592749999999945,55.09062499999991,-0.4735567277377916,-0.0023498511701660536,8.544531249999975,19.574814356435628,46.81375000000003,49.97643749999998,-0.48757266998911675,-0.00795142054033017
416,8.326302083333315,18.86373762376236,19.71099999999995,55.1763749999999,-0.47384898207006376,-0.0023713399454695903,8.588541666666641,19.60290841584157,46.94050000000003,50.064124999999976,-0.4882819294779615,-0.007959031663005621
417,8.307291666666648,18.905693069306913,19.716499999999947,55.2904999999999,-0.47515119318586024,-0.0024706252322228422,8.559114583333308,19.649443069306912,47.055750000000025,50.15524999999998,-0.48982480408216916,-0.007899231054186535
418,8.284895833333316,18.94702970297028,19.744749999999943,55.3993749999999,-0.4759303930792499,-0.0025181381419954103,8.595052083333307,19.67914603960394,47.12250000000003,50.25793749999997,-0.48972664235656155,-0.007992123346668418
419,8.295572916666648,18.980198019801964,19.770999999999944,55.5088749999999,-0.47660936424721334,-0.002726243918174232,8.574479166666642,19.72240099009899,47.16050000000003,50.368499999999976,-0.49179084859515493,-0.008010744687483036
420,8.333854166666649,19.007054455445527,19.784249999999947,55.6217499999999,-0.4775338841123265,-0.0026031313042714907,8.582552083333308,19.7582920792079,47.270250000000026,50.45981249999997,-0.4906845842879089,-0.008199216609563246
421,8.311458333333315,19.04888613861384,19.748249999999945,55.7467499999999,-0.4777862373655621,-0.0027121663417241444,8.523697916666642,19.810581683168298,47.40450000000003,50.54543749999997,-0.4925463400119031,-0.008312445597463783
422,8.336458333333313,19.07896039603959,19.780249999999942,55.8539374999999,-0.4794005077454698,-0.0026385024835933776,8.542187499999974,19.84288366336632,47.441000000000024,50.65662499999998,-0.49311337961823504,-0.008212962500124894
423,8.287239583333315,19.12722772277226,19.755499999999945,55.9746249999999,-0.47972771684769766,-0.002585284871169664,8.61666666666664,19.862747524752457,47.49675000000003,50.76262499999997,-0.49305926794136823,-0.008180231972212843
424,8.311979166666648,19.157858910891072,19.770999999999944,56.086437499999896,-0.48072705111724817,-0.0024815938480255454,8.615624999999973,19.90123762376236,47.56225000000002,50.865937499999966,-0.4934326563063881,-0.008093071036466344
425,8.323958333333314,19.19139851485147,19.815499999999943,56.19018749999989,-0.48197131953802647,-0.00234868727032981,8.64401041666664,19.93434405940592,47.71475000000002,50.94781249999996,-0.4939841050060231,-0.00821462808044342
426,8.298177083333314,19.233601485148498,19.808499999999945,56.30718749999989,-0.4825903262518976,-0.0024960934510976853,8.60338541666664,19.985024752475226,47.77800000000002,51.051937499999966,-0.4947070478517964,-0.008202413727760373
427,8.297656249999982,19.268997524752457,19.842249999999943,56.413499999999885,-0.4836859257101245,-0.002461650127038507,8.606249999999974,20.024504950495025,47.80825000000001,51.16424999999997,-0.49634811184262256,-0.008353504591225941
428,8.313281249999982,19.299999999999983,19.85299999999994,56.526812499999885,-0.4836526623639157,-0.0025969414773321783,8.660156249999973,20.051051980197997,47.894500000000015,51.26274999999997,-0.49742434505150085,-0.0083678173756797
429,8.32656249999998,19.332982673267306,19.86924999999994,56.63887499999989,-0.48367394851841705,-0.00268387763404437,8.637239583333306,20.095297029702948,47.99250000000002,51.358437499999965,-0.49808924245683994,-0.008578849369392407
430,8.348697916666646,19.364170792079186,19.923249999999943,56.74037499999989,-0.48402603599007543,-0.002622458961114385,8.648177083333307,20.131435643564334,48.06075000000001,51.46081249999995,-0.4992229794746934,-0.008452019267124638
431,8.318489583333315,19.408230198019783,19.97724999999994,56.842562499999886,-0.48495732391920887,-0.002761538928026313,8.61744791666664,20.17790841584156,48.09475000000002,51.572687499999965,-0.49969086160716836,-0.00853143359193028
432,8.288541666666648,19.451423267326717,19.91649999999994,56.97324999999988,-0.48624130972981,-0.0029166547287331136,8.628385416666639,20.214170792079184,48.290000000000006,51.64456249999996,-0.5005139079584436,-0.008604969920733552
433,8.298958333333315,19.486200495049484,19.93474999999994,57.083937499999884,-0.48737094141565707,-0.002922399157370577,8.62447916666664,20.254269801980175,48.37300000000002,51.74462499999996,-0.5011528450976209,-0.008470706065952231
434,8.298958333333315,19.522648514851465,19.95849999999994,57.19374999999987,-0.48783851056847005,-0.0028044955745807273,8.602083333333306,20.300061881188093,48.445250000000016,51.84687499999996,-0.5014398639086526,-0.008467709372627195
435,8.32265624999998,19.55396039603958,19.944499999999938,57.31299999999988,-0.4893743472500444,-0.002779442126996082,8.626041666666639,20.33539603960393,48.59600000000001,51.92962499999996,-0.5032297149365302,-0.00837139237148109
436,8.329427083333314,19.59065594059404,19.971749999999943,57.42162499999988,-0.4897676736380073,-0.002847060431609957,8.595833333333307,20.38174504950492,48.69300000000002,52.02537499999996,-0.5043755301798961,-0.008395688965301048
437,8.281510416666647,19.639727722772257,20.047499999999943,57.51843749999987,-0.49133325457716603,-0.0028799717137187562,8.624479166666639,20.413737623762348,48.71850000000001,52.13943749999996,-0.5055210052781791,-0.008523111344323491
438,8.30937499999998,19.668997524752456,20.08999999999994,57.62349999999988,-0.492178430004661,-0.0029354487916227532,8.569531249999974,20.46615099009898,48.79550000000001,52.240812499999954,-0.5063834011659889,-0.008459237077305776
439,8.307812499999981,19.70451732673265,20.089999999999936,57.73837499999987,-0.492292536687153,-0.002958952332962156,8.610937499999972,20.495482673267297,48.91800000000001,52.32993749999996,-0.5070308765678493,-0.00847130067157101
440,8.322656249999982,19.736324257425718,20.02899999999994,57.86856249999986,-0.4924036700123688,-0.0030701646002585484,8.59791666666664,20.536571782178186,48.967000000000006,52.438124999999964,-0.5074375477887679,-0.008464041172002853
441,8.293229166666647,19.779641089108893,20.09299999999994,57.96693749999986,-0.4929195883181365,-0.002969718001712568,8.612239583333306,20.571720297029668,49.1025,52.524687499999956,-0.5089774780443768,-0.008406263955131344
442,8.30859374999998,19.812376237623738,20.13299999999994,58.072687499999866,-0.49421836238507416,-0.0030139621370809705,8.63932291666664,20.60396039603957,49.12225,52.639187499999956,-0.508866558782963,-0.008302181732061426
443,8.257552083333314,19.85971534653463,20.12699999999994,58.19043749999986,-0.49469734745152355,-0.0029540237555050718,8.611458333333307,20.65055693069304,49.209500000000006,52.73718749999995,-0.5094795818213053,-0.007996930233809577
444,8.220572916666647,19.904888613861363,20.224249999999934,58.281249999999865,-0.49576180958582294,-0.002896610607688749,8.630208333333306,20.685705445544517,49.285,52.83887499999995,-0.5099904210701082,-0.007918110385761179
445,8.271354166666647,19.928279702970276,20.236249999999934,58.393937499999865,-0.49613768255215546,-0.0027595365861345375,8.61744791666664,20.727537128712832,49.34700000000001,52.943124999999945,-0.5109753347389475,-0.008202505940766583
446,8.245312499999981,19.96905940594057,20.257999999999935,58.50474999999986,-0.4964033982199,-0.002705441310067242,8.625781249999973,20.765099009900954,49.481500000000004,53.02962499999995,-0.5112969008942548,-0.008040323967889878
447,8.265104166666648,19.999814356435618,20.294749999999937,58.61174999999986,-0.4974021060194126,-0.0026431439879799025,8.558333333333307,20.820606435643533,49.51775000000001,53.141437499999945,-0.512213092804441,-0.00816984758674235
448,8.277604166666647,20.03174504950493,20.331249999999933,58.718562499999855,-0.49780138762697007,-0.0025116131901545343,8.606510416666639,20.84733910891085,49.607749999999996,53.23931249999994,-0.5123809137648607,-0.008103555310113622
449,8.274479166666646,20.068440594059386,20.357249999999933,58.82868749999985,-0.49780284486632276,-0.002393499288150347,8.598958333333306,20.887809405940562,49.6725,53.34318749999995,-0.5137455561342489,-0.008264843691342035
450,8.266145833333313,20.10662128712869,20.41474999999993,58.929562499999854,-0.4988831915102412,-0.002320839173398114,8.583593749999972,20.9293935643564,49.713,53.45349999999995,-0.5143962955978236,-0.008276799910445524
451,8.280729166666646,20.139356435643542,20.406999999999936,59.047374999999846,-0.49954540237928685,-0.002123234338737961,8.605208333333305,20.962747524752437,49.827000000000005,53.54387499999995,-0.5156373553665665,-0.008362326114336011
452,8.28984374999998,20.17425742574255,20.456499999999934,59.150312499999856,-0.49943041478389,-0.0020294481492971455,8.604427083333306,21.001051980197982,49.91875,53.64068749999995,-0.5161680772680165,-0.008218352701417637
453,8.277604166666647,20.215779702970273,20.54224999999993,59.244687499999856,-0.49984931222156254,-0.002046296224385546,8.608333333333306,21.03774752475244,50.06100000000001,53.72456249999995,-0.5160779972441601,-0.008204221498211454
454,8.315104166666647,20.244492574257404,20.55799999999993,59.35681249999984,-0.5010207599399584,-0.002112666809439584,8.597135416666639,21.07784653465343,50.16775,53.81762499999994,-0.5166853138524378,-0.008187032671440492
455,8.282812499999979,20.2882425742574,20.522249999999932,59.48081249999985,-0.5012791939143206,-0.002285171341733513,8.613281249999972,21.114047029702935,50.21525,53.925812499999935,-0.5179447362655571,-0.008338439221039445
456,8.319010416666647,20.315594059405914,20.51199999999993,59.59924999999985,-0.5020674665852412,-0.002367854149527375,8.629166666666638,21.148267326732636,50.28374999999999,54.02837499999994,-0.5179928406047611,-0.00835092376141264
457,8.288541666666646,20.358230198019772,20.44924999999993,59.728937499999844,-0.5026624674003723,-0.0024934252886857494,8.631770833333306,21.187128712871246,50.403999999999996,54.11862499999994,-0.5190771762575564,-0.008269173987413706
458,8.308854166666647,20.389727722772253,20.461249999999932,59.840124999999844,-0.5027315303649108,-0.00238079423681804,8.610156249999973,21.230259900990056,50.52475,54.208874999999935,-0.5193209435748016,-0.008254972925107561
459,8.32343749999998,20.423514851485116,20.534999999999933,59.936062499999835,-0.5039259155925597,-0.002311995193623742,8.610677083333306,21.26967821782174,50.59599999999998,54.31149999999994,-0.5200962981344702,-0.008208210437496692
460,8.324479166666647,20.460457920792052,20.56549999999993,60.043874999999844,-0.5047621957105082,-0.002411675762538254,8.56562499999997,21.31980198019798,50.7315,54.39856249999993,-0.520481659689471,-0.008282833924809621
461,8.325520833333313,20.498452970297,20.63449999999993,60.14162499999984,-0.5055740918163678,-0.0026229532046201614,8.576041666666638,21.35569306930689,50.83949999999999,54.49199999999993,-0.5210794704264102,-0.00835597779079823
462,8.327864583333312,20.534777227722742,20.656499999999927,60.250624999999836,-0.5056495927942591,-0.002742821764204543,8.587760416666638,21.391522277227686,50.93774999999999,54.58699999999993,-0.5209544398199992,-0.008366872829327163
463,8.28828124999998,20.58180693069304,20.636749999999928,60.37037499999983,-0.5067897217290614,-0.002871048181498123,8.61406249999997,21.424504950495006,50.992999999999995,54.69306249999993,-0.5214021059958137,-0.008368945314490998
464,8.319270833333313,20.609839108910858,20.727499999999928,60.46212499999983,-0.5078024676644725,-0.0029041201404545673,8.583072916666637,21.471967821782137,51.07249999999999,54.79349999999994,-0.5226096892716338,-0.008436022298161091
465,8.304687499999979,20.650185643564328,20.798499999999926,60.55937499999984,-0.5084080955259486,-0.0029947896865827276,8.614583333333306,21.504331683168278,51.18474999999999,54.88549999999993,-0.523265527207757,-0.008442081822354057
466,8.331510416666646,20.681373762376204,20.781749999999928,60.67962499999983,-0.5085593166650287,-0.0029770308567069192,8.60937499999997,21.545420792079163,51.24324999999999,54.99049999999994,-0.5239596232235322,-0.008374664115093567
467,8.351041666666646,20.7149133663366,20.848749999999928,60.776874999999826,-0.5094950766177514,-0.0029973390476641295,8.562239583333303,21.59665841584154,51.29774999999998,55.09631249999993,-0.5250768184329678,-0.0084863885484185
468,8.349218749999979,20.75303217821779,20.920249999999925,60.874562499999826,-0.5106455107095234,-0.002892997275152745,8.558854166666636,21.635519801980152,51.36824999999999,55.19856249999992,-0.5262055080314568,-0.008444513847425617
469,8.302083333333313,20.80235148514848,20.904499999999924,60.99468749999983,-0.512108274509165,-0.002888994019063047,8.570572916666636,21.67066831683164,51.49424999999999,55.286187499999926,-0.5260848727124661,-0.008552387956235117
470,8.316666666666647,20.83613861386136,20.924499999999924,61.10606249999982,-0.5127011566589272,-0.0028708016336989784,8.61015624999997,21.700123762376194,51.59274999999998,55.381812499999924,-0.5272057437776396,-0.008510170437902776
471,8.312239583333312,20.874876237623727,20.929499999999926,61.22162499999982,-0.5130202447076161,-0.00294223071598397,8.626302083333304,21.735024752475205,51.70599999999999,55.47437499999994,-0.5276390014127273,-0.00853222911987598
472,8.322135416666645,20.909839108910855,20.964499999999926,61.32799999999981,-0.514415822202996,-0.002964910534726046,8.591666666666638,21.781868811881143,51.848999999999975,55.55899999999993,-0.528247386275381,-0.008494241749822103
473,8.282031249999978,20.956188118811845,20.988999999999923,61.43737499999982,-0.5144756434654685,-0.002822091674055233,8.64062499999997,21.81064356435639,52.01899999999998,55.63693749999993,-0.5291116455761853,-0.008440181212765144
474,8.286458333333313,20.993564356435606,20.936499999999924,61.56574999999982,-0.5161811623494923,-0.002871846691329881,8.639583333333304,21.850495049504907,52.06199999999999,55.74637499999992,-0.5297783861447658,-0.008550799407375086
475,8.26380208333331,21.036695544554416,20.972499999999922,61.671937499999814,-0.5163412423389641,-0.0028298986308201396,8.617968749999969,21.895235148514804,52.17324999999997,55.838499999999925,-0.5304258347978914,-0.008678702832478421
476,8.292187499999978,21.068564356435605,20.998499999999925,61.780374999999815,-0.5171953237893158,-0.002704635051469423,8.615104166666637,21.936386138613816,52.31274999999998,55.92374999999993,-0.5311302125529579,-0.008666554200017905
477,8.279166666666645,21.10952970297026,21.05824999999992,61.88018749999981,-0.5172871646081492,-0.002858270750877721,8.620052083333304,21.975061881188072,52.43474999999998,56.01268749999992,-0.5312469591827274,-0.008693599664358466
478,8.333072916666646,21.13446782178214,21.068499999999922,61.99343749999982,-0.5181761134253562,-0.002981258055193873,8.647916666666637,22.008415841584107,52.48949999999998,56.11924999999992,-0.5313976274481569,-0.008893060171536989
479,8.275260416666645,21.18539603960392,21.08824999999992,62.103187499999805,-0.5192821790646646,-0.003030141817655499,8.646354166666637,22.04987623762371,52.55524999999998,56.22281249999992,-0.5325398636298291,-0.008899720306437401
480,8.286718749999979,21.21930693069303,21.11924999999992,62.211374999999805,-0.5200926506104482,-0.003059219305483314,8.608854166666637,22.099195544554412,52.702999999999975,56.30562499999992,-0.5334637040245428,-0.00900233245959801
481,8.338541666666645,21.24282178217818,21.120249999999924,62.32737499999981,-0.5190047854539257,-0.0029782082962395303,8.649739583333302,22.129331683168267,52.81799999999998,56.39731249999991,-0.5346044815454489,-0.009046741329473237
482,8.330729166666645,21.281992574257387,21.13949999999992,62.43837499999981,-0.5198405070935103,-0.0029955065284078294,8.630208333333302,22.1735148514851,52.832749999999976,56.513999999999925,-0.5356228312181965,-0.00911364164025974
483,8.346093749999978,21.317264851485106,21.16374999999992,62.5476249999998,-0.5214705499606945,-0.002955065656793611,8.688802083333302,22.19783415841579,52.84599999999997,56.63118749999992,-0.5360711024734625,-0.009114463038811275
484,8.340364583333312,21.356621287128668,21.23924999999992,62.6444374999998,-0.5226729152856956,-0.002888162808065689,8.633333333333303,22.249133663366287,52.95549999999997,56.724437499999915,-0.5362837778649245,-0.009084785061456315
485,8.277604166666643,21.408353960396,21.24049999999992,62.760437499999796,-0.5237108803557959,-0.002997180774729092,8.603124999999968,22.29529702970292,53.08149999999996,56.81362499999992,-0.5370598711507956,-0.00903908345699447
486,8.275520833333312,21.445544554455406,21.266999999999918,62.869562499999795,-0.5254568983290078,-0.0029869140709140865,8.596354166666636,22.33595297029698,53.14424999999997,56.918874999999915,-0.5377719775408104,-0.009048584990906107
487,8.22239583333331,21.493564356435602,21.298749999999917,62.977749999999794,-0.525264904594759,-0.003043219083506309,8.601302083333302,22.374009900990043,53.22099999999997,57.02087499999991,-0.5386913997460677,-0.009011036083674432
488,8.245312499999978,21.524381188118767,21.379749999999916,63.07349999999978,-0.5257152407403507,-0.0030661595238855835,8.674479166666636,22.395792079207865,53.29274999999997,57.12324999999991,-0.5387678037376085,-0.008916571810320396
489,8.263281249999977,21.555754950495007,21.352749999999915,63.19687499999979,-0.5265897514155217,-0.0031231089743297153,8.639583333333302,22.443564356435587,53.428749999999965,57.21012499999992,-0.5404845123577797,-0.008779990647227766
490,8.255989583333312,21.592821782178174,21.419499999999918,63.29643749999979,-0.5264658288737745,-0.0031120230767620037,8.638541666666635,22.481621287128657,53.54199999999996,57.302437499999904,-0.5413949492401794,-0.008842093373427402
491,8.261718749999977,21.6290841584158,21.464249999999915,63.40199999999979,-0.5279911357609558,-0.0031366827260836923,8.642968749999968,22.518626237623703,53.553499999999964,57.42018749999991,-0.5417321388098417,-0.00876497942957108
492,8.316927083333312,21.651794554455403,21.493999999999915,63.51131249999978,-0.5283200769976168,-0.003287473109547912,8.659374999999969,22.55321782178212,53.64999999999996,57.51624999999991,-0.5420639181115986,-0.00866533405001494
493,8.280208333333311,21.696844059405894,21.557249999999918,63.61206249999978,-0.5295182026426652,-0.003465017001472741,8.62890624999997,22.59900990099004,53.76524999999996,57.60749999999991,-0.5421391655265041,-0.00851525975539699
494,8.33255208333331,21.722277227722724,21.601249999999915,63.71643749999979,-0.529768838651904,-0.0034859467856922966,8.642968749999968,22.636819306930633,53.816749999999956,57.713999999999906,-0.5427500275689224,-0.008634052170430796
495,8.29036458333331,21.769430693069264,21.598999999999915,63.83387499999978,-0.52992928975651,-0.0035136855465822663,8.58984374999997,22.690160891089054,53.89974999999997,57.81337499999991,-0.5435072411912186,-0.008685272305330527
496,8.274739583333309,21.810952970296984,21.710499999999914,63.92237499999978,-0.5307343561315848,-0.003400399242970357,8.626041666666636,22.72209158415836,53.96824999999996,57.91556249999991,-0.5440526275689274,-0.008776130350225177
497,8.318749999999977,21.838675742574214,21.660749999999915,64.05118749999978,-0.5313235084719782,-0.0035454392502846854,8.658593749999968,22.754579207920735,54.01899999999996,58.02256249999989,-0.5441945329120146,-0.008888723887815588
498,8.290104166666643,21.882673267326687,21.673499999999912,64.16443749999979,-0.532464429328228,-0.0035043302719331313,8.617447916666634,22.804269801980137,54.16799999999996,58.1056874999999,-0.5452402417282524,-0.00895145298653223
499,8.289322916666643,21.920235148514802,21.725499999999915,64.26787499999976,-0.5332535888017991,-0.0035289951111381304,8.595833333333301,22.84950495049499,54.160499999999956,58.227249999999906,-0.5456611933693968,-0.00894790373062975
500,8.285156249999977,21.957673267326687,21.665749999999917,64.39943749999976,-0.5341584853006978,-0.0036745117066855743,8.589583333333302,22.892264851485088,54.23074999999995,58.3295624999999,-0.5462138932252566,-0.008787718788797767
501,8.281249999999977,21.995668316831633,21.667499999999915,64.51481249999978,-0.5349258282763075,-0.003603385714809144,8.622395833333302,22.925247524752415,54.34699999999995,58.42037499999989,-0.5476938119143074,-0.008670284364220895
502,8.281510416666643,22.031435643564308,21.727249999999913,64.61568749999978,-0.5357520389140578,-0.003683767265070064,8.6395833333333,22.96243811881182,54.32874999999996,58.5451249999999,-0.5482055552394687,-0.008877953219870768
503,8.27942708333331,22.067636138613814,21.680999999999912,64.74262499999978,-0.5357456424463064,-0.00358068013176476,8.690885416666633,22.99121287128707,54.441749999999956,58.6369374999999,-0.5486149511868041,-0.008812034693302013
504,8.303906249999978,22.097648514851436,21.782499999999914,64.83249999999977,-0.5361619226962484,-0.0033891191249054878,8.682031249999968,23.033415841584095,54.50874999999994,58.7395624999999,-0.5488099795590778,-0.008677568600220373
505,8.341406249999975,22.12574257425738,21.815499999999915,64.94049999999976,-0.5363135339581041,-0.003515271106533738,8.707291666666634,23.06788366336627,54.58524999999995,58.8404999999999,-0.5492969291972439,-0.008683766185056108
506,8.349999999999977,22.1616955445544,21.802249999999912,65.06006249999977,-0.5370191300804468,-0.0033997482648890896,8.673958333333301,23.116707920792017,54.73549999999996,58.922437499999894,-0.5509090406366589,-0.008648296334426852
507,8.343489583333309,22.201175742574208,21.837999999999912,65.16724999999977,-0.5375683861723091,-0.0035163889744324445,8.646614583333301,23.16274752475241,54.83224999999995,59.01874999999989,-0.5511980120879579,-0.008709504060142849
508,8.34817708333331,22.238118811881137,21.889749999999914,65.27118749999975,-0.5383572804496396,-0.003635506909633187,8.614843749999968,23.20903465346528,54.890249999999945,59.12474999999989,-0.5519153217408777,-0.00863018582531788
509,8.299999999999976,22.28743811881183,21.89774999999991,65.38518749999976,-0.5391260812117226,-0.0034355265780759933,8.601041666666633,23.25080445544548,55.03324999999995,59.20924999999989,-0.5524837264318271,-0.008703507380419903
510,8.305468749999976,22.323514851485097,21.88924999999991,65.50299999999976,-0.5394609108575013,-0.0034527177143460906,8.637760416666634,23.28143564356429,55.077749999999945,59.318687499999896,-0.5523400330241796,-0.008771532653218311
511,8.28567708333331,22.36472772277222,21.924749999999914,65.60924999999976,-0.5401566827132145,-0.0033732301373162092,8.593489583333302,23.330569306930627,55.227249999999934,59.40156249999989,-0.5528643837754654,-0.008961612998512848
512,8.283854166666643,22.40092821782173,21.882749999999906,65.73531249999975,-0.541009043724242,-0.003444967769569967,8.550260416666633,23.381126237623697,55.328999999999944,59.49612499999989,-0.5535967000428568,-0.008992758601291777
513,8.269791666666643,22.44115099009895,21.843749999999908,65.86049999999976,-0.5407785157388982,-0.003430385587082379,8.628906249999966,23.401547029702904,55.33074999999994,59.61593749999989,-0.5535961089607686,-0.009026076900690797
514,8.314843749999975,22.466955445544496,21.86024999999991,65.97212499999975,-0.5413186407422881,-0.0033222398173219634,8.609635416666633,23.446844059405873,55.32649999999994,59.737749999999885,-0.5547636286841989,-0.00889379922012391
515,8.323697916666642,22.502289603960335,21.889499999999906,66.08043749999975,-0.5423976971688577,-0.003393051024374459,8.612499999999967,23.485581683168242,55.423749999999934,59.83399999999989,-0.5552797352877733,-0.008886498665438575
516,8.289843749999976,22.547957920792022,21.96824999999991,66.17587499999975,-0.54264781629851,-0.0034245173268729243,8.609895833333299,23.526918316831612,55.528249999999936,59.92818749999988,-0.5551895805757675,-0.008870725949309198
517,8.275781249999975,22.58904702970291,22.039499999999908,66.27462499999974,-0.5440877606358584,-0.003552681985665345,8.5888020833333,23.57332920792072,55.638249999999935,60.021062499999886,-0.5568143508743109,-0.008807766571701547
518,8.264843749999976,22.628155940594,22.07049999999991,66.38368749999975,-0.5440470976930513,-0.0037699611707365755,8.584635416666634,23.614047029702895,55.75349999999993,60.11293749999988,-0.5576372778410298,-0.008810400473995634
519,8.258593749999976,22.665841584158354,22.09699999999991,66.49331249999973,-0.5452194598899982,-0.003884158898740731,8.612499999999967,23.647339108910817,55.87974999999993,60.20156249999989,-0.5577070720329084,-0.00866876175485199
520,8.254947916666643,22.702103960395977,22.135499999999908,66.59981249999974,-0.5458242256595536,-0.0037890076498583707,8.571874999999965,23.697524752475175,55.98224999999993,60.295937499999894,-0.5576767459867072,-0.00860715980293839
521,8.269270833333309,22.733910891089046,22.09124999999991,66.72781249999974,-0.5456750840569834,-0.003841506561361844,8.576302083333301,23.738056930692995,56.05349999999993,60.39824999999988,-0.558320336582321,-0.00844952989536246
522,8.264322916666643,22.77165841584152,22.115749999999906,66.83756249999973,-0.5463425617612111,-0.003802303206594194,8.532812499999967,23.79009900990091,56.17724999999993,60.488499999999874,-0.5585497035094699,-0.008281108152868972
523,8.309374999999974,22.797400990098946,22.124749999999906,66.95137499999973,-0.5475196370848885,-0.003753585129526717,8.5388020833333,23.829826732673187,56.263999999999925,60.58637499999988,-0.5595100986170637,-0.008312820757544524
